songid,song,performer,peak,start_week,end_week,start_peak,end_peak,weeks_to_hot,weeks_hot,tail_weeks,time_at_top_10,climb_slope,tail_slope,avg_position,weeks_on_chart,instance,group
Twilight ZoneGolden Earring,Twilight Zone,Golden Earring,10.0,1982-11-27,1983-05-28,1983-03-26,1983-04-02,17.0,2.0,8.0,2.0,4.117647058823529,11.125,39.81481481481482,27.0,1.0,4
Twist And ShoutThe Beatles,Twist And Shout,The Beatles,2.0,1964-03-14,1964-05-23,1964-03-21,1964-05-02,1.0,7.0,3.0,7.0,48.0,11.333333333333334,13.818181818181818,11.0,1.0,2
Twist Of FateOlivia Newton-John,Twist Of Fate,Olivia Newton-John,5.0,1983-11-05,1984-03-03,1983-12-17,1984-01-28,6.0,7.0,5.0,7.0,6.666666666666667,17.0,25.944444444444443,18.0,1.0,2
"Twist, Twist SenoraGary U.S. Bonds","Twist, Twist Senora",Gary U.S. Bonds,9.0,1962-03-31,1962-06-02,1962-04-28,1962-05-12,4.0,3.0,3.0,3.0,14.5,8.333333333333334,23.4,10.0,1.0,9
TwistedKeith Sweat,Twisted,Keith Sweat,2.0,1996-06-22,1997-03-08,1996-07-13,1996-11-09,3.0,18.0,17.0,18.0,5.333333333333333,2.0588235294117645,15.605263157894736,38.0,1.0,3
Twistin' The Night AwaySam Cooke,Twistin' The Night Away,Sam Cooke,9.0,1962-02-03,1962-05-12,1962-03-24,1962-03-31,7.0,2.0,6.0,2.0,8.714285714285714,4.833333333333333,27.133333333333333,15.0,1.0,9
Two Faces Have ILou Christie,Two Faces Have I,Lou Christie,6.0,1963-03-30,1963-07-06,1963-05-25,1963-06-08,8.0,3.0,4.0,3.0,11.5,11.0,34.666666666666664,15.0,1.0,9
Two HeartsPhil Collins,Two Hearts,Phil Collins,1.0,1988-11-19,1989-03-18,1988-12-24,1989-02-04,5.0,7.0,6.0,7.0,8.2,14.5,29.0,18.0,1.0,2
Two LoversMary Wells,Two Lovers,Mary Wells,7.0,1962-12-01,1963-02-23,1963-01-12,1963-02-02,6.0,4.0,3.0,4.0,9.166666666666666,20.333333333333332,26.692307692307693,13.0,1.0,9
Two OccasionsThe Deele,Two Occasions,The Deele,10.0,1988-02-27,1988-07-16,1988-05-21,1988-05-21,12.0,1.0,8.0,1.0,6.333333333333333,10.125,41.42857142857143,21.0,1.0,0
Two Of HeartsStacey Q,Two Of Hearts,Stacey Q,3.0,1986-07-12,1986-12-06,1986-09-27,1986-10-18,11.0,4.0,7.0,4.0,7.363636363636363,12.428571428571429,37.0,22.0,1.0,0
Two PrincesSpin Doctors,Two Princes,Spin Doctors,7.0,1993-01-30,1993-08-14,1993-04-10,1993-05-01,10.0,4.0,15.0,4.0,7.8,2.7333333333333334,28.103448275862068,29.0,1.0,4
Two To Make It RightSeduction,Two To Make It Right,Seduction,2.0,1989-11-11,1990-04-14,1990-01-20,1990-02-24,10.0,6.0,7.0,6.0,6.9,13.285714285714286,34.69565217391305,23.0,1.0,5
Typical MaleTina Turner,Typical Male,Tina Turner,2.0,1986-08-30,1986-12-13,1986-10-04,1986-11-08,5.0,6.0,5.0,6.0,8.0,18.4,28.375,16.0,1.0,2
U + Ur HandP!nk,U + Ur Hand,P!nk,9.0,2007-01-13,2007-08-25,2007-05-26,2007-05-26,19.0,1.0,13.0,2.0,4.421052631578948,2.923076923076923,42.39393939393939,33.0,1.0,4
U Can't Touch ThisM.C. Hammer,U Can't Touch This,M.C. Hammer,8.0,1990-04-28,1990-08-18,1990-05-26,1990-06-23,4.0,5.0,8.0,5.0,4.5,9.25,27.58823529411765,17.0,1.0,0
U Don't Have To CallUsher,U Don't Have To Call,Usher,3.0,2002-02-09,2002-08-03,2002-04-06,2002-06-22,8.0,12.0,6.0,12.0,7.125,6.333333333333333,20.115384615384617,26.0,1.0,5
U Got It BadUsher,U Got It Bad,Usher,1.0,2001-09-22,2002-04-27,2001-11-03,2002-03-16,6.0,20.0,6.0,20.0,14.166666666666666,4.5,16.53125,32.0,1.0,8
U Got The LookPrince,U Got The Look,Prince,2.0,1987-08-01,1988-01-16,1987-09-26,1987-10-31,8.0,6.0,11.0,6.0,7.125,8.363636363636363,41.44,25.0,1.0,5
U Know What's UpDonell Jones,U Know What's Up,Donell Jones,7.0,1999-09-25,2000-03-04,1999-12-04,2000-01-08,10.0,6.0,8.0,6.0,7.9,4.375,25.708333333333332,24.0,1.0,0
U Remind MeUsher,U Remind Me,Usher,1.0,2001-06-16,2001-11-24,2001-07-07,2001-10-20,3.0,16.0,5.0,16.0,17.333333333333332,7.0,13.458333333333334,24.0,1.0,8
"Um, Um, Um, Um, Um, UmMajor Lance","Um, Um, Um, Um, Um, Um",Major Lance,5.0,1964-01-04,1964-03-14,1964-01-25,1964-02-29,3.0,6.0,2.0,6.0,16.333333333333332,10.5,17.454545454545453,11.0,1.0,2
UmbrellaRihanna Featuring Jay-Z,Umbrella,Rihanna Featuring Jay-Z,1.0,2007-04-28,2007-12-08,2007-06-09,2007-09-08,6.0,14.0,13.0,14.0,15.0,2.6153846153846154,24.303030303030305,33.0,1.0,8
Un-Break My HeartToni Braxton,Un-Break My Heart,Toni Braxton,1.0,1996-10-26,1997-08-09,1996-11-02,1997-04-19,1.0,25.0,16.0,25.0,13.0,2.375,14.166666666666666,42.0,1.0,3
UnbelievableEMF,Unbelievable,EMF,1.0,1991-04-13,1991-09-14,1991-06-08,1991-08-03,8.0,9.0,6.0,9.0,9.875,14.5,29.73913043478261,23.0,1.0,5
Unchain My HeartRay Charles and his Orchestra,Unchain My Heart,Ray Charles and his Orchestra,9.0,1961-11-25,1962-02-17,1961-12-30,1962-01-13,5.0,3.0,5.0,3.0,10.4,9.6,25.153846153846153,13.0,1.0,9
Unchained MelodyThe Righteous Brothers,Unchained Melody,The Righteous Brothers,4.0,1965-07-17,1965-10-09,1965-08-14,1965-09-11,4.0,5.0,4.0,5.0,16.5,8.0,22.53846153846154,13.0,1.0,2
Uncle Albert/Admiral HalseyPaul & Linda McCartney,Uncle Albert/Admiral Halsey,Paul & Linda McCartney,1.0,1971-08-14,1971-11-06,1971-09-04,1971-10-16,3.0,7.0,3.0,7.0,21.333333333333332,6.333333333333333,14.76923076923077,13.0,1.0,2
Under The BoardwalkThe Drifters,Under The Boardwalk,The Drifters,4.0,1964-06-27,1964-09-26,1964-08-08,1964-09-05,6.0,5.0,3.0,5.0,12.333333333333334,10.333333333333334,22.928571428571427,14.0,1.0,2
Under The BridgeRed Hot Chili Peppers,Under The Bridge,Red Hot Chili Peppers,2.0,1992-04-04,1992-09-26,1992-05-09,1992-07-25,5.0,12.0,9.0,12.0,14.4,4.0,20.0,26.0,1.0,8
Undercover AngelAlan O'Day,Undercover Angel,Alan O'Day,1.0,1977-04-02,1977-09-17,1977-06-11,1977-07-23,10.0,7.0,8.0,7.0,9.0,11.5,33.48,25.0,1.0,5
Undercover Of The NightThe Rolling Stones,Undercover Of The Night,The Rolling Stones,9.0,1983-11-12,1984-02-11,1983-12-24,1984-01-07,6.0,3.0,5.0,3.0,6.5,17.8,30.785714285714285,14.0,1.0,9
Underneath It AllNo Doubt Featuring Lady Saw,Underneath It All,No Doubt Featuring Lady Saw,3.0,2002-08-31,2003-03-22,2002-10-19,2003-01-04,7.0,12.0,11.0,12.0,8.0,3.6363636363636362,21.366666666666667,30.0,1.0,8
Underneath Your ClothesShakira,Underneath Your Clothes,Shakira,9.0,2002-03-16,2002-07-27,2002-05-18,2002-05-18,9.0,1.0,10.0,1.0,6.777777777777778,5.3,34.4,20.0,1.0,0
UnderstandingXscape,Understanding,Xscape,8.0,1993-12-25,1994-05-07,1994-02-19,1994-02-26,8.0,2.0,10.0,2.0,4.25,6.8,29.3,20.0,1.0,0
Uneasy RiderCharlie Daniels,Uneasy Rider,Charlie Daniels,9.0,1973-06-30,1973-09-15,1973-08-11,1973-08-25,6.0,3.0,3.0,3.0,12.5,7.666666666666667,29.666666666666668,12.0,1.0,9
UnfaithfulRihanna,Unfaithful,Rihanna,6.0,2006-05-13,2006-09-23,2006-06-17,2006-08-05,5.0,8.0,7.0,8.0,8.4,5.0,17.4,20.0,1.0,5
UnforgettableFrench Montana Featuring Swae Lee,Unforgettable,French Montana Featuring Swae Lee,3.0,2017-04-29,2018-02-03,2017-07-22,2017-11-04,12.0,16.0,13.0,16.0,5.333333333333333,3.1538461538461537,22.4390243902439,41.0,1.0,3
Waiting For A Girl Like YouForeigner,Waiting For A Girl Like You,Foreigner,2.0,1981-10-10,1982-03-13,1981-11-07,1982-02-13,4.0,15.0,4.0,15.0,8.0,20.75,18.0,23.0,1.0,5
Waiting For A Star To FallBoy Meets Girl,Waiting For A Star To Fall,Boy Meets Girl,5.0,1988-09-10,1989-02-25,1988-12-03,1989-01-07,12.0,6.0,7.0,6.0,6.333333333333333,11.285714285714286,33.36,25.0,1.0,4
Waiting For TonightJennifer Lopez,Waiting For Tonight,Jennifer Lopez,8.0,1999-10-16,2000-02-26,1999-11-27,1999-12-18,6.0,4.0,10.0,4.0,7.833333333333333,6.6,26.7,20.0,1.0,0
WaitWhite Lion,Wait,White Lion,8.0,1988-02-27,1988-07-16,1988-05-21,1988-05-28,12.0,2.0,7.0,2.0,6.666666666666667,12.857142857142858,42.61904761904762,21.0,1.0,0
Wake Me Up Before You Go-GoWham!,Wake Me Up Before You Go-Go,Wham!,1.0,1984-09-08,1985-02-16,1984-10-27,1984-12-15,7.0,8.0,9.0,8.0,10.571428571428571,10.0,33.666666666666664,24.0,1.0,5
Wake Me Up When September EndsGreen Day,Wake Me Up When September Ends,Green Day,6.0,2005-08-06,2006-02-04,2005-09-24,2005-11-05,7.0,7.0,13.0,7.0,12.571428571428571,2.6923076923076925,28.37037037037037,27.0,1.0,4
Wake Me Up!Avicii,Wake Me Up!,Avicii,4.0,2013-07-13,2014-07-12,2013-09-07,2014-01-25,8.0,21.0,24.0,21.0,9.25,1.6666666666666667,21.79245283018868,53.0,1.0,3
Waking Up In VegasKaty Perry,Waking Up In Vegas,Katy Perry,9.0,2009-05-16,2009-10-17,2009-08-01,2009-08-08,11.0,2.0,10.0,4.0,5.0,3.8,20.608695652173914,23.0,1.0,0
Walk -- Don't RunThe Ventures,Walk -- Don't Run,The Ventures,2.0,1960-07-16,1960-11-12,1960-08-06,1960-10-01,3.0,9.0,6.0,9.0,27.0,12.0,24.0,18.0,1.0,2
Walk Away From LoveDavid Ruffin,Walk Away From Love,David Ruffin,9.0,1975-11-08,1976-02-14,1976-01-17,1976-01-31,10.0,3.0,2.0,3.0,8.0,18.5,31.733333333333334,15.0,1.0,9
Walk Away ReneeThe Left Banke,Walk Away Renee,The Left Banke,5.0,1966-09-10,1966-12-03,1966-10-15,1966-11-05,5.0,4.0,4.0,4.0,12.4,8.25,25.615384615384617,13.0,1.0,9
Walk It OutUnk,Walk It Out,Unk,10.0,2006-09-23,2007-05-26,2007-02-17,2007-02-17,21.0,1.0,14.0,1.0,4.0476190476190474,2.857142857142857,30.38888888888889,36.0,1.0,4
Walk It Talk ItMigos Featuring Drake,Walk It Talk It,Migos Featuring Drake,10.0,2018-02-10,2018-07-07,2018-04-14,2018-04-14,9.0,1.0,12.0,1.0,0.8888888888888888,1.5833333333333333,26.954545454545453,22.0,1.0,0
Walk Like A ManThe 4 Seasons,Walk Like A Man,The 4 Seasons,1.0,1963-01-26,1963-04-20,1963-02-09,1963-03-23,2.0,7.0,4.0,7.0,17.0,12.25,15.615384615384615,13.0,1.0,2
Walk Like An EgyptianThe Bangles,Walk Like An Egyptian,The Bangles,1.0,1986-09-27,1987-02-28,1986-11-29,1987-01-17,9.0,8.0,6.0,8.0,8.0,10.5,29.304347826086957,23.0,1.0,5
Walk Of LifeDire Straits,Walk Of Life,Dire Straits,7.0,1985-11-02,1986-03-22,1986-01-11,1986-02-01,10.0,4.0,7.0,4.0,5.1,12.571428571428571,32.42857142857143,21.0,1.0,0
Walk On ByDionne Warwick,Walk On By,Dionne Warwick,6.0,1964-04-25,1964-07-18,1964-05-30,1964-06-27,5.0,5.0,3.0,5.0,15.0,8.666666666666666,25.615384615384617,13.0,1.0,9
Walk On ByLeroy Van Dyke,Walk On By,Leroy Van Dyke,5.0,1961-10-28,1962-02-17,1961-12-02,1962-01-27,5.0,9.0,3.0,9.0,18.2,14.666666666666666,25.352941176470587,17.0,1.0,2
Walk On WaterEddie Money,Walk On Water,Eddie Money,9.0,1988-10-01,1989-02-18,1988-12-10,1988-12-31,10.0,4.0,7.0,4.0,5.7,12.571428571428571,36.38095238095238,21.0,1.0,0
Walk Right BackThe Everly Brothers,Walk Right Back,The Everly Brothers,7.0,1961-02-04,1961-04-29,1961-03-18,1961-04-08,6.0,4.0,3.0,4.0,10.333333333333334,13.333333333333334,26.23076923076923,13.0,1.0,9
Walk Right InThe Rooftop Singers,Walk Right In,The Rooftop Singers,1.0,1963-01-05,1963-03-30,1963-01-26,1963-03-09,3.0,7.0,3.0,7.0,23.333333333333332,12.666666666666666,17.76923076923077,13.0,1.0,2
Walk The DinosaurWas (Not Was),Walk The Dinosaur,Was (Not Was),7.0,1989-01-28,1989-05-13,1989-03-25,1989-04-08,8.0,3.0,5.0,3.0,8.25,18.0,37.875,16.0,1.0,0
Walk This WayAerosmith,Walk This Way,Aerosmith,10.0,1976-11-20,1977-03-12,1977-01-29,1977-02-05,10.0,2.0,5.0,2.0,8.0,12.8,36.588235294117645,17.0,1.0,0
Walk This WayRun-D.M.C.,Walk This Way,Run-D.M.C.,4.0,1986-07-26,1986-11-08,1986-09-06,1986-10-04,6.0,5.0,5.0,5.0,10.5,16.2,31.375,16.0,1.0,2
Walk-Don't Run '64The Ventures,Walk-Don't Run '64,The Ventures,8.0,1964-07-11,1964-09-19,1964-08-22,1964-08-29,6.0,2.0,3.0,2.0,13.0,11.0,32.63636363636363,11.0,1.0,9
Walked Outta HeavenJagged Edge,Walked Outta Heaven,Jagged Edge,6.0,2003-09-06,2004-03-06,2003-11-15,2004-01-24,10.0,11.0,6.0,10.0,6.6,5.666666666666667,23.85185185185185,27.0,1.0,5
Walking AwayInformation Society,Walking Away,Information Society,9.0,1988-11-26,1989-04-01,1989-02-11,1989-02-25,11.0,3.0,5.0,3.0,8.0,18.0,42.1578947368421,19.0,1.0,0
Walking In RhythmThe Blackbyrds,Walking In Rhythm,The Blackbyrds,6.0,1975-02-08,1975-05-31,1975-04-26,1975-05-17,11.0,4.0,2.0,4.0,7.090909090909091,17.0,32.470588235294116,17.0,1.0,0
Walking On SunshineKatrina And The Waves,Walking On Sunshine,Katrina And The Waves,9.0,1985-03-23,1985-08-10,1985-06-08,1985-06-22,11.0,3.0,7.0,3.0,6.909090909090909,12.285714285714286,40.476190476190474,21.0,1.0,0
Walking The DogRufus Thomas,Walking The Dog,Rufus Thomas,10.0,1963-10-05,1964-01-04,1963-12-07,1963-12-14,9.0,2.0,3.0,2.0,7.777777777777778,13.333333333333334,32.5,14.0,1.0,9
Walking To New OrleansFats Domino,Walking To New Orleans,Fats Domino,6.0,1960-06-18,1960-09-17,1960-08-06,1960-08-13,7.0,2.0,5.0,2.0,6.714285714285714,7.6,23.928571428571427,14.0,1.0,9
Wanna Be Startin' Somethin'Michael Jackson,Wanna Be Startin' Somethin',Michael Jackson,5.0,1983-05-28,1983-09-03,1983-07-02,1983-08-06,5.0,6.0,4.0,6.0,6.4,19.75,24.933333333333334,15.0,1.0,2
WannabeSpice Girls,Wannabe,Spice Girls,1.0,1997-01-25,1997-06-28,1997-02-01,1997-05-10,1.0,15.0,7.0,15.0,5.0,5.0,11.26086956521739,23.0,1.0,8
Want AdsThe Honey Cone,Want Ads,The Honey Cone,1.0,1971-04-10,1971-07-24,1971-05-22,1971-07-10,6.0,8.0,2.0,8.0,12.166666666666666,15.0,22.8125,16.0,1.0,2
Want To Want MeJason Derulo,Want To Want Me,Jason Derulo,5.0,2015-03-28,2015-11-21,2015-05-09,2015-07-04,6.0,9.0,20.0,9.0,5.833333333333333,2.15,22.085714285714285,35.0,1.0,3
Wanted Dead Or AliveBon Jovi,Wanted Dead Or Alive,Bon Jovi,7.0,1987-04-11,1987-08-01,1987-05-30,1987-06-27,7.0,5.0,5.0,5.0,7.428571428571429,18.0,31.941176470588236,17.0,1.0,0
WarBruce Springsteen,War,Bruce Springsteen,8.0,1986-11-22,1987-02-07,1986-12-27,1987-01-10,5.0,3.0,4.0,3.0,7.4,15.75,26.666666666666668,12.0,1.0,9
WarEdwin Starr,War,Edwin Starr,1.0,1970-07-11,1970-10-17,1970-08-15,1970-10-03,5.0,8.0,2.0,8.0,13.2,6.5,14.933333333333334,15.0,1.0,2
Washington SquareThe Village Stompers,Washington Square,The Village Stompers,2.0,1963-09-21,1963-12-21,1963-10-26,1963-12-07,5.0,7.0,2.0,7.0,18.4,11.5,23.357142857142858,14.0,1.0,2
Wasted Days And Wasted NightsFreddy Fender,Wasted Days And Wasted Nights,Freddy Fender,8.0,1975-06-21,1975-10-25,1975-09-13,1975-09-27,12.0,3.0,4.0,3.0,6.083333333333333,10.75,30.68421052631579,19.0,1.0,0
"Wasted On The WayCrosby, Stills & Nash",Wasted On The Way,"Crosby, Stills & Nash",9.0,1982-06-26,1982-10-02,1982-08-14,1982-09-11,7.0,5.0,3.0,5.0,5.428571428571429,27.666666666666668,26.133333333333333,15.0,1.0,9
Watch MeSilento,Watch Me,Silento,3.0,2015-03-14,2016-02-27,2015-07-11,2015-11-07,17.0,18.0,16.0,18.0,5.352941176470588,2.375,24.745098039215687,51.0,1.0,3
Watching The WheelsJohn Lennon,Watching The Wheels,John Lennon,10.0,1981-03-28,1981-07-18,1981-05-23,1981-05-30,8.0,2.0,7.0,2.0,8.375,12.571428571428571,40.8235294117647,17.0,1.0,0
Water Runs DryBoyz II Men,Water Runs Dry,Boyz II Men,2.0,1995-04-29,1995-11-04,1995-05-06,1995-08-19,1.0,16.0,11.0,16.0,28.0,3.6363636363636362,16.964285714285715,28.0,1.0,8
WaterfallsTLC,Waterfalls,TLC,1.0,1995-06-10,1996-01-27,1995-06-24,1995-10-21,2.0,18.0,14.0,18.0,15.5,3.0,17.764705882352942,34.0,1.0,8
WaterlooABBA,Waterloo,ABBA,6.0,1974-06-01,1974-09-21,1974-08-10,1974-08-24,10.0,3.0,4.0,3.0,6.9,10.5,30.470588235294116,17.0,1.0,0
WaterlooStonewall Jackson,Waterloo,Stonewall Jackson,4.0,1959-05-23,1959-09-05,1959-07-04,1959-08-08,6.0,6.0,4.0,6.0,15.333333333333334,15.0,28.4375,16.0,1.0,2
Watermelon ManMongo Santamaria Band,Watermelon Man,Mongo Santamaria Band,10.0,1963-03-16,1963-05-25,1963-04-27,1963-05-04,6.0,2.0,3.0,2.0,12.166666666666666,11.333333333333334,37.81818181818182,11.0,1.0,9
Way Down Yonder In New OrleansFreddie Cannon,Way Down Yonder In New Orleans,Freddie Cannon,3.0,1959-11-21,1960-02-27,1959-12-19,1960-01-30,4.0,7.0,4.0,7.0,16.75,17.25,25.0,15.0,1.0,2
We Are FamilySister Sledge,We Are Family,Sister Sledge,2.0,1979-04-28,1979-09-01,1979-05-26,1979-07-07,4.0,7.0,8.0,7.0,14.25,10.875,37.26315789473684,19.0,1.0,5
We Are Never Ever Getting Back TogetherTaylor Swift,We Are Never Ever Getting Back Together,Taylor Swift,1.0,2012-08-25,2013-02-02,2012-09-01,2012-12-01,1.0,14.0,9.0,13.0,71.0,4.111111111111111,15.291666666666666,24.0,1.0,8
We Are The World 25: For HaitiArtists For Haiti,We Are The World 25: For Haiti,Artists For Haiti,2.0,2010-02-27,2010-03-27,2010-02-27,2010-03-06,0.0,2.0,3.0,2.0,-1.0,30.0,41.2,5.0,1.0,9
We Are The WorldUSA For Africa,We Are The World,USA For Africa,1.0,1985-03-23,1985-07-20,1985-03-30,1985-05-18,1.0,8.0,9.0,8.0,16.0,10.222222222222221,31.61111111111111,18.0,1.0,5
We Are Youngfun. Featuring Janelle Monae,We Are Young,fun. Featuring Janelle Monae,1.0,2011-12-24,2012-10-20,2012-02-25,2012-07-21,9.0,22.0,13.0,22.0,5.555555555555555,3.1538461538461537,22.095238095238095,42.0,2.0,3
We Be Burnin'Sean Paul,We Be Burnin',Sean Paul,6.0,2005-09-17,2006-03-25,2005-11-05,2005-12-17,7.0,7.0,14.0,7.0,11.142857142857142,2.7142857142857144,28.464285714285715,28.0,1.0,4
We Belong TogetherMariah Carey,We Belong Together,Mariah Carey,1.0,2005-04-16,2006-02-04,2005-05-14,2005-10-15,4.0,23.0,16.0,23.0,18.5,2.4375,18.511627906976745,43.0,1.0,3
We BelongPat Benatar,We Belong,Pat Benatar,5.0,1984-10-27,1985-03-09,1984-12-08,1985-01-19,6.0,7.0,7.0,7.0,5.833333333333333,12.714285714285714,31.7,20.0,1.0,5
We Built This CityStarship,We Built This City,Starship,1.0,1985-09-07,1986-02-15,1985-11-02,1985-12-14,8.0,7.0,9.0,7.0,8.25,10.0,32.666666666666664,24.0,1.0,5
We Can Work It OutThe Beatles,We Can Work It Out,The Beatles,1.0,1965-12-18,1966-03-05,1966-01-01,1966-02-12,2.0,7.0,3.0,7.0,17.0,14.333333333333334,12.333333333333334,12.0,1.0,2
We Can't Be FriendsDeborah Cox With R.L.,We Can't Be Friends,Deborah Cox With R.L.,8.0,1999-09-11,2000-01-22,1999-10-23,1999-11-06,6.0,3.0,11.0,3.0,11.166666666666666,8.0,44.9,20.0,1.0,0
We Can't Go WrongThe Cover Girls,We Can't Go Wrong,The Cover Girls,8.0,1989-12-09,1990-04-14,1990-02-17,1990-03-03,10.0,3.0,6.0,3.0,6.3,14.166666666666666,39.05263157894737,19.0,1.0,0
We Can't StopMiley Cyrus,We Can't Stop,Miley Cyrus,2.0,2013-06-22,2013-12-14,2013-07-06,2013-09-14,2.0,11.0,13.0,11.0,3.0,3.1538461538461537,15.192307692307692,26.0,1.0,8
We Didn't Start The FireBilly Joel,We Didn't Start The Fire,Billy Joel,1.0,1989-10-14,1990-02-17,1989-11-18,1990-01-06,5.0,8.0,6.0,8.0,10.4,14.166666666666666,25.473684210526315,19.0,1.0,5
We Don't Have To Take Our Clothes OffJermaine Stewart,We Don't Have To Take Our Clothes Off,Jermaine Stewart,5.0,1986-05-17,1986-10-11,1986-08-02,1986-08-23,11.0,4.0,7.0,4.0,7.363636363636363,12.857142857142858,40.54545454545455,22.0,1.0,0
We Don't Need Another Hero (Thunderdome)Tina Turner,We Don't Need Another Hero (Thunderdome),Tina Turner,2.0,1985-07-06,1985-11-02,1985-08-17,1985-09-21,6.0,6.0,6.0,6.0,7.0,15.833333333333334,30.166666666666668,18.0,1.0,2
We Don't Talk AnymoreCharlie Puth Featuring Selena Gomez,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,9.0,2016-02-20,2016-12-03,2016-09-24,2016-10-08,31.0,3.0,8.0,2.0,2.193548387096774,5.0,32.416666666666664,24.0,2.0,4
We Don't Talk AnymoreCliff Richard,We Don't Talk Anymore,Cliff Richard,7.0,1979-10-20,1980-03-01,1980-01-05,1980-01-26,11.0,4.0,5.0,4.0,6.2727272727272725,17.4,33.25,20.0,1.0,0
We Fly HighJim Jones,We Fly High,Jim Jones,5.0,2006-10-21,2007-04-21,2006-12-16,2007-02-17,8.0,10.0,9.0,10.0,9.625,4.555555555555555,24.185185185185187,27.0,1.0,5
We Found LoveRihanna Featuring Calvin Harris,We Found Love,Rihanna Featuring Calvin Harris,1.0,2011-10-08,2012-07-14,2011-10-15,2012-03-17,1.0,23.0,17.0,23.0,7.0,2.235294117647059,14.317073170731707,41.0,1.0,3
We Got LoveBobby Rydell,We Got Love,Bobby Rydell,6.0,1959-10-10,1960-01-30,1959-11-21,1959-12-19,6.0,5.0,6.0,5.0,9.5,10.0,24.294117647058822,17.0,1.0,0
We Got The BeatGo-Go's,We Got The Beat,Go-Go's,2.0,1982-01-30,1982-06-05,1982-03-13,1982-05-08,6.0,9.0,4.0,9.0,12.0,22.25,24.0,19.0,1.0,5
We Made YouEminem,We Made You,Eminem,9.0,2009-05-02,2009-07-04,2009-05-02,2009-05-02,0.0,1.0,9.0,1.0,-1.0,8.444444444444445,36.8,10.0,1.0,9
We Might Be Dead By TomorrowSoko,We Might Be Dead By Tomorrow,Soko,9.0,2014-03-29,2014-03-29,2014-03-29,2014-03-29,0.0,1.0,0.0,1.0,-1.0,-1.0,9.0,1.0,1.0,9
We R Who We RKe$ha,We R Who We R,Ke$ha,1.0,2010-11-13,2011-03-26,2010-11-13,2011-02-12,0.0,14.0,6.0,14.0,-1.0,5.5,12.5,20.0,1.0,5
We Will Rock You/We Are The ChampionsQueen,We Will Rock You/We Are The Champions,Queen,4.0,1977-10-22,1978-04-22,1978-01-14,1978-02-25,12.0,7.0,8.0,7.0,6.416666666666667,10.5,37.48148148148148,27.0,1.0,4
We'll Be TogetherSting,We'll Be Together,Sting,7.0,1987-10-10,1988-02-06,1987-11-28,1987-12-19,7.0,4.0,7.0,4.0,7.285714285714286,12.285714285714286,35.22222222222222,18.0,1.0,0
We'll Never Have To Say Goodbye AgainEngland Dan & John Ford Coley,We'll Never Have To Say Goodbye Again,England Dan & John Ford Coley,9.0,1978-02-25,1978-05-27,1978-04-15,1978-04-22,7.0,2.0,5.0,2.0,8.714285714285714,17.4,39.92857142857143,14.0,1.0,9
We'll Sing In The SunshineGale Garnett,We'll Sing In The Sunshine,Gale Garnett,4.0,1964-08-08,1964-11-28,1964-10-03,1964-11-07,8.0,6.0,3.0,6.0,10.75,9.0,27.823529411764707,17.0,1.0,2
We're All AloneRita Coolidge,We're All Alone,Rita Coolidge,7.0,1977-09-17,1978-01-28,1977-11-12,1977-12-17,8.0,6.0,6.0,6.0,8.5,15.333333333333334,33.8,20.0,1.0,0
We're An American BandGrand Funk,We're An American Band,Grand Funk,1.0,1973-07-28,1973-11-17,1973-09-08,1973-10-13,6.0,6.0,5.0,6.0,12.5,6.8,25.11764705882353,17.0,1.0,2
We're ReadyBoston,We're Ready,Boston,9.0,1986-12-06,1987-03-14,1987-02-07,1987-02-14,9.0,2.0,4.0,2.0,5.777777777777778,21.0,35.0,15.0,1.0,9
We've Got TonightKenny Rogers And Sheena Easton,We've Got Tonight,Kenny Rogers And Sheena Easton,6.0,1983-01-29,1983-05-28,1983-02-26,1983-04-09,4.0,7.0,7.0,7.0,6.75,12.285714285714286,26.055555555555557,18.0,1.0,5
We've Only Just BegunCarpenters,We've Only Just Begun,Carpenters,2.0,1970-09-12,1971-01-02,1970-10-10,1970-12-05,4.0,9.0,4.0,9.0,18.75,5.75,18.235294117647058,17.0,1.0,2
WeakSWV,Weak,SWV,1.0,1993-04-24,1993-10-16,1993-05-22,1993-08-28,4.0,15.0,7.0,15.0,12.5,5.142857142857143,15.423076923076923,26.0,1.0,8
Wedding Bell BluesThe 5th Dimension,Wedding Bell Blues,The 5th Dimension,1.0,1969-09-27,1970-01-03,1969-10-18,1969-12-06,3.0,8.0,4.0,8.0,19.666666666666668,6.25,16.6,15.0,1.0,2
Weekend In New EnglandBarry Manilow,Weekend In New England,Barry Manilow,10.0,1976-11-27,1977-04-02,1977-02-26,1977-03-05,13.0,2.0,4.0,2.0,5.230769230769231,21.0,35.36842105263158,19.0,1.0,0
Welcome BackJohn Sebastian,Welcome Back,John Sebastian,1.0,1976-03-27,1976-06-26,1976-04-24,1976-06-05,4.0,7.0,3.0,7.0,19.25,12.333333333333334,20.571428571428573,14.0,1.0,2
Welcome To The Black ParadeMy Chemical Romance,Welcome To The Black Parade,My Chemical Romance,9.0,2006-09-30,2007-03-24,2007-01-20,2007-02-03,16.0,3.0,7.0,3.0,3.875,4.857142857142857,34.26923076923077,26.0,1.0,4
